Member ID,Name,Vote,Party,Constituency,County,Profile URL
membership:da5fe4faa98f4b2519de023de016ffaccbb43b05c0dfb7418d48a38b4e06c68c,Geoffrey Wandeto,No,UDA,Tetu,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/geoffrey-wandeto-mwangi/
membership:24e4a72e091e9c62e50e05e8e540b7553cb203e5fe77cf1ad050db875e2ef195,Murugara George Gitonga,No,UDA,Tharaka,Tharaka Nithi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/george-gitonga-murugara/
membership:15e4171cdbaa7564df4044890f3ba360a438eac545d7a171c97e38a13d5b01fe,George Koimburi,No,UDA,Juja,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/george-koimburi-ndungu/
membership:b9b49cb84a6e4f0354895dc0842bcaa5de218ed6705209970bf468950d376e48,Kariuki George Macharia,No,UDA,Ndia,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/george-macharia-kariuki-gk/
membership:b5835866ba01718452bac5c4de7a1e72ea02d24883cada3465a1895f357355ec,Gichuki Edwin Mugo,No,UDA,Mathioya,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/edwin-mugo/
membership:d35d7fee3979c7a893068ca5903b1cbf8bf950a1145fc0d796a07ac0aaaf6190,Gideon Kimaiyo,No,UDA,Keiyo South,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gideon-kimaiyo/
membership:b4a133f5a07f6fb5174c2620b4b76121342738b1ca8999e091898cfe6c805799,Gideon Ochanda,No,ODM,Bondo,Siaya,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gideon-ochanda-ogolla/
membership:9b3556bfc2a3fecbf3af8a4634a4abd990b8db97284c08c991f794ead73836b9,Githinji Robert Gichimu,No,UDA,Gichugu,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/githinji-robert-gichimu/
membership:e4ed3cde7d869ab939894e239f92d1219ff21438b01e77f4b80093e5d8f33b39,Haro Abdul Ebrahim,No,UDM,Mandera South,Mandera,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/haro-abdul-ebrahim/
membership:82a2cdd68e585034c0ef11b5c099ae178f8fa456101b043344d8f35ad29c53f9,Kosgei Hilary Kiplang’at,No,UDA,Kipkelion West,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/hilary-kiplangat-kosgei/
membership:4a009f3e0b13095c70598f0f9e0b97678cf7edd7d14abd5fb43c0b3b5546356e,Saney Ibrahim Adbi,No,UDA,Wajir North,Wajir,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ibrahim-abdi-saney/
membership:9c9da6c0bb2899d2cf7e97ce53025352307fad36475abd9a98c5530e8ce19127,Dorothy Muthoni,No,UDA,—,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ikiara-dorothy-muthoni/
membership:adbb385fc3f2ca40951f3dd07c1a611d79c02d07380a08c85741e858ecd8be45,Joseph Wainaina Iraya,No,IND,—,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/iraya-joseph-wainaina/
membership:729ff066d43bb8c044fcbc129b2aa3ca4d512098ae08f462cfc7af104ea5b95a,Jackson Kipkemoi Kosgei,No,UDA,—,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jackson-kipkemoi-kosgei/
membership:742d46324bcc60c02b3fa37ae13d8567cce8ad242ef9fd142b92e3a80eaed330,Wamacukuru James Githua Kamau,No,UDA,Kabete,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/james-githua-kamau-wamacukuru/
membership:4fe181baebb35bf1c6880924cae8d1688529c4c3de56972c1eaa1892832f9332,Gakuya James Mwangi,No,UDA,Embakasi North,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/james-mwangi-gakuya/
membership:b7738d3f71383cf3eff05a342c44a709faf3e6ab63a5fa347145092fc6f771e0,Njeri Maina,No,UDA,—,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jane-njeri-maina/
membership:0aa0764e741ffa38fb2d1427c9e9b7cf40d2aeb934fcc8dfe47481a7898f4e2c,Janet Jepkemboi Sitienei,No,UDA,Turbo,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/janet-jepkemboi-sitienei/
membership:6275ec43bbb318cb5b475afe9952e2a19098cd6be0e68dfe41f8b32d5509f59b,Joash Nyamache Nyamoko,No,UDA,North Mugirango,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joash-nyamache-nyamoko/
,Johana Ngeno Kipyegon,No,—,—,—,
membership:ebdace9f463cf3baee3a7f6944ae3d966c57ad8ebe2e639ffb0ebbd112b59a39,John Kiarie,No,UDA,Dagoretti South,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-kiarie-waweru/
membership:151a9d1d4ccae4f684fb8b7966665894ebafe8b2ad370969efc312c01b9474b1,John Kiragu,No,UDA,Limuru,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-kiragu-chege/
membership:063d4866bff559b8028f11aa0b7928c24a7f5a79910af2b87c2858ea1574d5b3,Waithaka John Machua,No,UDA,Kiambu,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-machua-waithaka/
membership:178a83473efecb33219da4b58b388da50fe84ad78434c2f579e31e60358f1281,Makali John Okwisia,No,FORD-KENYA,Kanduyi,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-makali-okwisia/
membership:3673ee06a964f5713aadc49f343f692831a5d855cba458bdf8c067552df32221,Chikati John Murumba,No,FORD-KENYA,Tongaren,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-murumba-chikati/
membership:582fe27d44cd1a249e70f0a9c78e2715fea9e6d71b183fde7429fa256a0cc0f5,Koyi John Waluke,No,JP,Sirisia,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-waluke-koyi/
membership:85a706d65e7c446bc45534169741efd34ff0e446ee9bf92c6725c5a62e14863f,Joseph Gachoki Gitari,No,UDA,Kirinyaga Central,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-gachoki-gitari/
membership:b888746b39c09fcb0c700065dd723dd0c0c0fc0f0074e36193b25f44ca8233dd,Cherorot Joseph Kimutai,No,UDA,Kipkelion East,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-kimutai-cherorot/
membership:82ded151d0e14dd5ee156365a1bb1d5e217bf0493bdf33f06e051e2e827ca2f4,Joseph Makilap,No,UDA,Baringo North,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-makilap-13th-parliament-assembly/
membership:34c52e7a20941574514eb57cd3288df7660e303f88b9a1e68e504739a8b80bf0,Kahangara Joseph Mburu,No,UDA,Lari,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-mburu-kahangara/
membership:714b2078775807fa848ea818a4d2c09139c0bf535a2d7ad9d0d043f2cca547be,Joshua Chepyegon Kandie,No,UDA,Baringo Central,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kandie-joshua/
membership:d47a48ddbe2cff7708bb06e386f5372beefc8e373533fa0ab29ed1a6026ac805,Joshua Mbithi Mwalyo,No,IND,Masinga,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joshua-mbithi-mwalyo/
membership:99d55ef789c8619b4318893817f788d95d1eeb62a6a38dd4702dcdb6da860e5e,Joyce Kamene,No,WDM-K,—,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joyce-kamene/
membership:6d6fef4eac37cb6e62947e776f4e0a451902b75ddb8422cf201f4ec9ee8d3751,Kagiri Jane Wangechi,No,UDA,—,Laikipia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kagiri-jane-wangechi/
membership:77f226a1c479a3e0ca82f97344b52e4db958a55b0d941671912add25522011ea,Kaguchia John,No,UDA,Mukurweini,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kaguchia-john-philip/
membership:2fc891cc4cb392d2cf2a981b488259b614eeea8ce933af5365adaf3614022253,Kailemia Elizabeth Karambu,No,UDA,—,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kailemia-elizabeth-karambu/
membership:87c4cd6663b79fee688faf93dc6fa171a62a0953947c6f5fe9f8546e5e73e7d6,Karauri Ronald Kamwiko,No,IND,Kasarani,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/karauri-ronald-kamwiko/
membership:2d9112b3377d89707c450ae0f1079a9d22d16198f2d8219aa2a9a0a77bba97d6,Muchangi Karemba,No,UDA,Runyenjes,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/karemba-eric-muchangi/
membership:8d58b7b862fec4ce1290c28ab51840353d94a5d371d44c633bfc9e6ea1e1f866,Rael Kasiwai,No,KUP,—,West Pokot,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kasiwai-rael-kasiwai/
membership:95dd0b521dfa96645785bfe2b5a7e1530dd6da7774c0028544b0664dd931101f,Tandaza Kassim Sawa,No,ANC,Matuga,Kwale,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kassim-sawa-tandaza/
membership:11bfd23d0bc4e6e5d5d83d6bd87cd0aa75e1cb88c6e47eecfe0be561d1f1942e,Keynan Wehliye Adan,No,JP,Eldas,Wajir,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/keynan-wehliye-adan/
membership:e205d29ad589655588de8db69413a67de989d5cfef489451fcbbb33f0bdb8e7a,Phelix Odiwuor,No,ODM,Langata,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/khodhe-phelix-odiwuor/
membership:3c867dda0d2ba7393d0ab5f2526a54c325a261733d095e9f0fa8c30f4928ff3f,Jayne N.W Kihara,No,UDA,Naivasha,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kihara-jayne-njeri-wanjiru/
membership:3e56e6d7d847989878ff97a372d6f0285d204bd4c23ba854ee66235f0fb46a26,Hon.karitho Kiili Daniel,No,JP,Igembe Central,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kiili-daniel-karitho/
membership:67cfc72ca9fb7412ef4617a96e0f9560571b7eb9b96e7e5d8d649edf1625fba5,Kilel Richard Cheruiyot,No,UDA,Bomet Central,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kilel-richard-cheruiyot/
membership:391336d9f843db914c2e43fe3aa96517c5999eab81f46999cb23b9de6744072c,Richard Kipkemoi Yegon,No,UDA,Bomet East,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/yegon-richard/
membership:05b4daefbefb16b4b3d26c1066468e84136b4c06fca727bab7ddc5c90a232cf0,Mwangi Festus Kiunjuri,No,TSP,Laikipia East,Laikipia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kiunjuri-festus-mwangi-maina/
membership:cc2679f154ef070560dd897a25b79d43bada6b2aabd06a791be5bdbe08c8cd61,Korir Adams Kipsanai,No,UDA,Keiyo North,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/adams-kipsanai/
membership:11053891b49f51c6a44b4e491109f85e1deb65cae5628b6410e5c56dd5fcfb38,Kururia Elijah Njore Njoroge,No,IND,Gatundu North,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/njoroge-w/
membership:797ee767b961fd039064e13fb37ef70599d75ef76fec76c4f3145b94233da3ba,Sankaire Leah Sopiato,No,UDA,—,Kajiado,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/leah-sankaire-sopiato/
membership:ac8d2bdf7cdde1c0f26262590e69d42fcae7ca19d355078fddf09b5745e96e02,Lekuton Joseph,No,UDM,Laisamis,Marsabit,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lekuton-joseph/
membership:5bd136fe159ea617c963b91a562e1204ffe8c55380f2c908c55c59d40a85fe9e,Lelmengit Josses Kiptoo Kosgey,No,UDA,Emgwen,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lelmengit-josses-kiptoo-kosgey/
membership:2bc2919245fd98bed6d0290b8d175bb3011eb49a03dec697f090055ff11d7dd3,Lemanken Aramat,No,UDA,Narok East,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lemanken-aramat/
membership:93efe0a74dfe5f328c05557066bcd202feded15594b96dbd6209293cb51ee84c,Lenguris Pauline,No,UDA,—,Samburu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lenguris-pauline/
membership:f93ae30d0ecc26487ff199504b58014fe703263e8ed9f84e1dc601f4e629ce44,Siyoi Lillian Chebet,No,UDA,—,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lillian-chebet-siyoi/
membership:7f6bea0d849b6dfa086fba19aae316bdfc5570eecbb17fe726ce579f2c4c43bc,Linet Chepkorir,No,UDA,—,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/chepkorir-linet/
membership:67dbfd077578ea98a82b3db9b94e2999b9919f28c61b080216457057b056a334,Lotee Titus,No,KUP,Kacheliba,West Pokot,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lotee-titus/
membership:40725ddd3eeb23de1d8fe1e9e2578113dd4f5b7c4dca2d2536e78eb651498182,Mizighi Lydia Haika,No,UDA,—,Taita Taveta,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lydia-haika-mnene-mizighi/
membership:6b929731cfe543b9710e683c74ad0965b31e11c92b6645f0247cd311de69e0ce,Maina Betty Njeri,No,UDA,—,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/maina-betty-njeri/
membership:7470e90507e26bca87112b0117d63b491c67ed7e0ee5e8b69df4dde92242b5be,Kitany Marianne,No,UDA,Aldai,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/marianne-kitany/
membership:ad265844ea0ff055b28239c8462f76072d31f03a1f2a5bb514a691de4d486435,Nyamita Mark Ogolla,No,ODM,Uriri,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mark-ogolla-nyamita/
membership:5c5f8bf53520f93dec1c3df2f2e9edce5b5a8956c8e846e33b9788af40715c23,Martha Wangari,No,UDA,Gilgil,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/martha-wangari/
membership:408bbdb36804bd725a2696e54745011219a16054393932a15fce231f8923e0df,Marubu Muthoni Monicah,No,IND,—,Lamu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/marubu-muthoni-monicah/
membership:e1068bc9c08a5664d602b60af952dfbbede05962b167231d0407fa7c0474ab26,Mary Emaase,No,UDA,Teso South,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-emaase-otuch/
membership:c4d6e37ba7bd30ffe25c938617ca6d3dc12852ec9b2c0150ec600dfcb658eb9d,Maingi Mary,No,UDA,Mwea,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-maingi/
membership:dc437bf6de22b25d22cc68dab6242cd65f8e816fd9a4304b6db3ef3767b9629d,Mathias Nyamabe Robi,No,UDA,Kuria West,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mathias-nyamabe-robi/
membership:e02acf7583daade14e58cc8a0950bcf9ae0e71bfb351a180800564adcc5c0205,Mbalu Jessica Nduku Kiko,No,WDM-K,Kibwezi East,Makueni,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mbalu-jessica-nduku-kiko/
membership:b1519b10a8dbe4d6abd374fd7129100f338931f5444e692d6353370efefbbd39,Mejjadonk Benjamin Gathiru,No,UDA,Embakasi Central,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mejjadonk-benjamin-gathiru/
membership:005c5a6716d5e4fdb65432c47987a734e52ba5059af2112082db353689122529,Michael Mwangi Muchira,No,UDA,Ol Jorok,Nyandarua,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/michael-mwangi-muchira/
membership:83aa9b2dd8cdbf334c1bee580ef93d4247803dd1999cdf4a5d4330b116379ee8,Michael Wambugu Wainaina,No,UDA,Othaya,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/michael-wambugu-wainaina/
membership:a2e5a60010ecc989fcfc7f17b96e691743f36184509612585a6564fbc8cb121c,Mohamed Ali,No,UDA,Nyali,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-ali-mohamed/
membership:cf5a1fbb587634d07da58f5daaae1f7fe3fb70ed3efb6fd987d7be4b690be7f6,Mukunji John Gitonga Mwaniki,No,UDA,Manyatta,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mukunji-john-gitonga-mwaniki/
membership:0ab30273be71c4e7ac501ea2b8c848a54345130c11b3356502a86f7e78934b2c,Bonaya Mumina Gollo,No,JP,—,Isiolo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mumina-golo-bonaya/
membership:33ce0f7e900055957a0fa0332fdc3b60797aa584c75e420eb9c333cda3b8e996,Munyoro Joseph Kamau,No,UDA,Kigumo,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/munyoro-joseph-kamau/
membership:729653eb2483c419072bb3e2f36e36e7a9d39d73fc82d98c99128b7ff3dbc987,Musa Cherutich Sirma,No,UDA,Eldama Ravine,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/musa-sirma-cherutich/
membership:722af4fab988ca35ec3eb406ad5153328e369f9bae8ad05b90767a71bb2cb9d5,Mutai Kipronoh Alfred,No,UDA,Kuresoi North,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mutai-kipronoh-alfred/
membership:07f8356899bca0b9a32ac63287f0bbf8c6550ae4c1aac3ab2979b3da8e6a913f,Passaris Esther Muthoni,No,ODM,—,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gathoni-esther-passaris/
membership:b810cb0939dd746a8414d46c105dc334cee42c9f1676318bdf92e9f3189180c8,Mwafrika Augustine Kamande,No,UDA,Roysambu,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mwafrika-augustine-kamande/
membership:0e97ef65111c8e8a007c7a9dfc72b1bb9a4447232b0d75fc869f65f1d96dc713,Joseph Emathe,No,UDA,Turkana Central,Turkana,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/namuar-joseph-emathe/
membership:42282950db69780b0f11c5162cef026888f0f71e52f733c4a2c27d79dcabc036,Waqo Naomi Jillo,No,UDA,—,Marsabit,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/naomi-jilo-waqo/
membership:36456ca33fabc94babff1690cd399da9f892bfeff16197121f9ccb1633b29001,Muriuki Nebart Bernard,No,IND,Mbeere South,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nebart-bernard-muriuki/
membership:4ddf1c10b7564181faf48de0c528802ad74e62da31d21d01253032b1517754c5,Nelson Koech,No,UDA,Belgut,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nelson-koech/
membership:c8e7d7870687c5ab6d34d903c7b1298a6995eda0a9a93ca2f099ba5d5ffece38,Nimrod Mbithuka Mbai,No,UDA,Kitui East,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nimrod-mbithuka-mbai/
membership:d944f8d6333f9554faf2352b19d1847771db8d008856ef87548f4da76699efdb,Ntutu Kitilai,No,IND,Narok South,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ntutu-kitilai/
membership:b1475551200a22f3b9b66f865c963b53012ff2d42e5824e9934e5d52961ad6a0,Nyakundi Japheth Mokaya,No,UDA,Kitutu Chache North,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nyakundi-japheth-mokaya/
membership:1098ea4d49c72f99e1137e5e937ea3e5bbb0410c77df0b2a8fc4eaad0a6f137e,Onesmus Ngogoyo,No,UDA,Kajiado North,Kajiado,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/onesmus-ngogoyo-nguro/
membership:c9a76cad771c50845071006a86447428d83fa381641efbcd55ee7a43ba102775,Njeru Pamela Njoki,No,UDA,—,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/pamela-njoki-njeru/
membership:6ff5ede511d9389227bc2214313d2a8c8f6502e8a1c20a88bb04f48dbe8250f6,Ntwiga Patrick Munene,No,UDA,Chuka/Igambang'ombe,Tharaka Nithi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/patrick-munene-ntwiga/
membership:debb5423e6c07d9a92a840a5027a4eda730786a3df067b91cd81b0f0409cfa2c,Barasa Patrick Simiyu,No,DAP-K,Cherangany,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/patrick-simiyu/
membership:73afccb58254d4124e560cc3fcd46d0e6ab25e21eda8bf439657991e8cd337b1,Paul Kibet Chebor,No,UDA,Rongai,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-kibet-chebor/
membership:6815fd41cbcf8ded76c26d0194ea3b8f3579bb0d91cdeba2d6aa42dfaf7b152f,Kihungi Peter Irungu,No,UDA,Kangema,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/peter-irungu-kihungi/
membership:178fd71949889fef5bc72ceb45d55cf068aa23f86fb311ddeb516084af530a5f,Peter Lochakapong,No,UDA,Sigor,West Pokot,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/peter-lochakapong/
membership:ebacfedde9519caeeb3b566b96bc11d937f632ed173f4ef343899a12b2ea166c,Protus Ewesit Akujah,No,UDA,Loima,Turkana,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/protus-ewesit/
membership:4fea4bb259380d2fbcb0e7c1977bf85e8f5c234d646d7685a69e19044e56c5c9,Rahab Mukami,No,UDA,—,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/rahab-mukami-wachira/
membership:8fc0947b181b98d28d34ece4f5b82bbdddd4738c171e17f42fd12e9ab1e0f9e5,Tonkei Rebecca Noonaishi,No,UDA,—,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/tonkei-rebecca-noonaishi/
membership:3e557ac6f50c2aafb2139e472e9cde39da3ebf66866aa955477716e94fa47851,Reuben Kiborek,No,UDA,Mogotio,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/reuben-kiborek/
membership:0e72fe50dd3800264dc515ac0c55db86baad169c351e209acc348065d1dfa685,Pukose Robert,No,UDA,Endebess,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/robert-pukose/
membership:114407d846953fc8a4b0b0bf520b6b78d529945833681e3579e44f983d320058,Rutto Julius Kipletting,No,UDA,Kesses,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/rutto-julius-kipletting/
membership:86a3d2d7fdbce30bb42c100d8af598de8e4f53e92fe426f7a7dd817565a80fa9,Chege Sabina Wanjiru,No,JP,—,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/sabina-wanjiru-chege/
membership:33c183879879ca9beae63daf4f82f9c6e4fa016537037513459123df3cd8dfb0,Samson Ndindi Nyoro,No,UDA,Kiharu,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/samson-ndindi-nyoro/
membership:743fbfcf6c2b5c0c3af0af9fb04d1ee5a6b48e1da1f4d8de408ac58ad480c856,Rai Samuel Gonzi,No,PAA,Kinango,Kwale,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/samuel-gonzi-rai/
membership:9a4260aba07c0abe85833a9ee70ad04ac85dfd7c9671f8943723977a902f5a02,Gachobe Samuel Kinuthia,No,UDA,Subukia,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/samuel-kinuthia-gachobe/
membership:16ebaf9f1b1eb4cfde6b03a673be06c5b22e57bd657d69ff48c4c84b76d8ff94,Samuel Kiprono Chepkonga,No,UDA,Ainabkoi,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/samuel-kiprono-chepkonga/
membership:d68c5122273ac73fa3329915d7d2a6d1add1dc693eb4e4fa3f34134cf0b1a02f,Shadrack Mwiti,No,JP,South Imenti,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/shadrack-muli/
membership:c89677d290afa04b908b48119ea42409f4355339f7b37dcdace24a30b329cf4d,Silvanus Osoro,No,UDA,South Mugirango,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/silvanus-osoro-onyiego/
membership:fa2ddbc4732fe3fabfc4b01bbaf3bd49cc63e8006952145e0efeacd0effb0784,Muthama Stanley Muiruri,No,JP,Lamu West,Lamu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/stanley-muiruri-muthama/
membership:4bb4500bf403e8d95dae50b78ef6b0457a511564b1654996228aa30026948d3f,Mogaka Stephen,No,JP,West Mugirango,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/stephen-mogaka/
membership:2b3006c32ff67cc3c4fcbff3d4d132df4d67bf4c8ac8bfeb9f85c01a69c054e2,Karani Stephen Wachira,No,UDA,Laikipia West,Laikipia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/stephen-wachira-karani/
membership:a6d465d6d977771ffe43219548bd15659561f13dc8e89b5432b18ccc9fddd015,Suleka Hulbale Harun,No,UDM,—,Mandera,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/suleka-hulbale-harun/
membership:5f1ae2a9467ab7b5567683b381c2433d48ff4279f2e5a4449cdcf03b2f9d0ce1,Tonui Joseph Kipkosgei,No,UDA,Kuresoi South,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/tonui-joseph-kipkosgei/
membership:b739c09a2ad03f904168a75a911b38a559fd48c900961033937edc6b7257e2ef,Koech Kipngetich Victor,No,CCM,Chepalungu,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/victor-kipngetich-koech/
membership:354de68c82a64be71ab0ddc69c57eaaa28a072db6f1692bccfb9c1080b63a2b3,Vincent Musyoka Musau,No,UDA,Mwala,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/vincent-musyoka-musau/
membership:836d8e77a5e283431ff723ab097901d3ee9f9dc2ea3781eeef2638afd284a3cd,Wambilianga Catherine Nanjala,No,FORD-KENYA,—,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/wambilianga-catherine-nanjala/
membership:ea4806bd520faac1fa37f40b36879037ec5c357e52c0ffec83516078e9cc8472,Kamket Kassait William,No,KANU,Tiaty,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kassait-william/
membership:ec1969f977be63918b1bdaa055b2f60bbdae38769032068563ca998bcc396c95,Yegon Brighton Leonard,No,UDA,Konoin,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/yegon-brighton-leonard/
membership:ca591d8cdc67046435b2d004da643629a89b547f66c5f9ce6e068dd48bbec564,Thuku Zachary Kwenya,No,JP,Kinangop,Nyandarua,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/zachary-kwenya-thuku/
membership:a6b4912328ef65a8d01c67386a784b53bd2198028b1f5bc904ef5373d7fa50c2,Jhanda Zaheer,No,UDA,Nyaribari Chache,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/zaheer-jhanda/
