Member ID,Name,Vote,Party,Constituency,County,Profile URL
membership:f00a2e46f341cd67dba6dcc4db72b0d462b09a36821a8790a77ecc7ab20fcf86,Joshua Aduma Owuor,Yes,ODM,Nyakach,Kisumu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joshua-aduma-owuor/
membership:561a4bd81f34357adf4804ad103ab4e98abe32716030975bd5b299b58693631c,Joshua Kivinda Kimilu,Yes,WDM-K,Kaiti,Makueni,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joshua-kivinda-kimilu/
membership:c6ba7bcc3f52bbb6622a5c7760d5a75e335872b2c489e1afa6d044105dbba583,Oron Joshua Odongo,Yes,ODM,Kisumu Central,Kisumu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joshua-oron-odongo/
membership:943ee3cc70ac05643177d10b9650a9b5590b0697fd354521632256a793d5ca74,Julius Lekakeny Sunkuli,Yes,KANU,Kilgoris,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/julius-lekakeny-sunkuli/
membership:068df58925474a93b9f31623019e81a919c6e025c89ff72caf0a073e5fd5b9e6,Mawathe Julius Musili,Yes,IND,Embakasi South,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/julius-musili-mawathe/
membership:7ef251827e4a74727dd98fdd782e7abb78d5546db82bb357909acd2bedcc37a1,Junet Sheikh Nuh Mohamed,Yes,IND,Suna East,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nuh-junet/
membership:cf09ea4a82bdc93f12a2718b1612d7e3999b70b906e96f39fb2166f05d8dc8ba,Kemei Justice Kipsang,Yes,UDA,Sigowet-Soin,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/justice-kipsang-kemei/
membership:9df52533a4c1046f3de891917cc25ea86a2f64b9a9661e471c70a3633152797f,Jackson Lekumontare,Yes,KANU,Samburu East,Samburu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jackson-lekumontare/
membership:1f14490f77e76319d08b00e3294f49a60d30a752b114d89d582fd3366bd0b150,Lilian Achieng Gogo,Yes,ODM,Rangwe,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lilian-achieng-gogo/
membership:1670dfe01f57c064857e8e45c6acd624dadc05fc6ed57245f30c3825a0606ecd,Mulu Makali,Yes,WDM-K,Kitui Central,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/makali-benson-mulu/
membership:5e78da656a72cbfba5bebeeb829c4c971ef3c9787b85d3626fa773320a394456,Mwenje Mark Samuel,Yes,JP,Embakasi West,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mwenje-mark-samuel-muriithi/
membership:3eb044a2f6f8e8644a047ed3f1faae0ae86db127ca39dd5461f1ea7fc6be794d,Martin Peters Owino,Yes,ODM,Ndhiwa,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/martin-peters-owino/
membership:a3168f76869a52471ed52450415ec748848a170c9dcde0a4ce0b34071ba3abcd,Maurice Kakai Bisau,Yes,DAP-K,Kiminini,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/maurice-kakai-bisau/
membership:d953016bb98d57fa18f055f0e7933eb14c0636ac6b07b882c515a2bc41858f3e,Mnyazi Amina Laura,Yes,ODM,Malindi,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mnyazi-amina-laura/
membership:bd8c74c6bce9d5c2633cf55bf84a9cb13b5c5819d85b86fde930c70f78d7d568,Machele Mohamed Soud,Yes,ODM,Mvita,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-soud/
membership:f8a852e55b8c5ac3a2d71c05bac76e720f3a17a4f86acc958fd1517f2909c446,Mohamed Zamzam Chimba,Yes,ODM,—,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-zamzam-chimba/
membership:f53cd26896eef4cbd00f272253d1cde9b1bf474b2d446fa5e33d39a0f2be30ae,Mugabe Innocent Maino,Yes,ODM,Likuyani,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mugabe-innocent-miano/
membership:32076af7721a9170574207812b72707b4abdb1d6ccdd9fd094a643aa4ac18f21,Muhanda Elsie Busihile,Yes,ODM,—,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/muhanda-elsie-busihile/
membership:517e206215821922843965a2baf8e9b095617af9d4d0f918b088765f69bd2fb3,Muriu Wakili Edward,Yes,UDA,Gatanga,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/muriu-wakili-edward/
membership:5a2ce594594465837c5ae71190a36005673e10e47905d8435ceb5737ffbdb615,Robert Mbui,Yes,WDM-K,Kathiani,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/musau-robert-mbui/
membership:9173f085b1df9ced9933f74986783838a732e13244e4ae3b2873a4756e553e8b,Nabii Nabwera,Yes,ODM,Lugari,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nabii-nabwera/
membership:14fdf10cf34df9c354d1a974da1859d220e0f7c09b30f9216b19964b49ea15c3,Nabulindo Peter Oscar,Yes,ODM,Matungu,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nabulindo-peter-oscar/
membership:5d324a9045609031bcb4ac8674b5421dee9ea486d3186b42031a23a58e292078,Wamboka Wanami Jack Nelson,Yes,DAP-K,Bumula,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nelson-jack-wanami-wamboka/
membership:24dceee70ecaefcfbad6d1a4b6f43cb935b4b89c186b13fc3ed43f6a01d7fc9d,Omar Mwinyi,Yes,ODM,Changamwe,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/omar-mwinyi-shimbwa/
membership:1519fab49a07cf774e304e78e5d2dbfc66e9da5dc0916d4bdecca9dc97ff6296,Atieno Bensuda,Yes,ODM,—,Homa Bay,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/osogo-joyce-atieno-bensuda/
membership:134dc9c1ff56e8d26f5a9fc5f83fce85480c5354cfc2e0f771d01486a4a24f49,Katana Paul Kahindi,Yes,ODM,Kaloleni,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-kahindi-katana/
membership:84165ceff7aa6234445bb34424c7df809cbcb2f9f696ae0bf9579706ed3f65e9,Paul Musyimi Nzengu,Yes,WDM-K,Mwingi North,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-musyimi-nzengu/
membership:b3e05c9f98f292bad44be01874a0d0377505c9eb1218d8009d874adcee47c645,CS Amollo Paul Otiende,Yes,ODM,Rarieda,Siaya,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/paul-otiende-amollo/
membership:bdd5674f95fdf58f1ebc623ae61e02e53ed6692e36d50f96a9f128402556bebc,Masara Peter Francis,Yes,ODM,Suna West,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/peter-francis-masara/
membership:31470717589f970ce4ac0498c76b76b77b961557da32e6d875d3a128673aff2d,Salasya Peter Kalerwa,Yes,DAP-K,Mumias East,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/peter-salasya-kalerwa/
membership:44553cddfb68715f237f76ea68b5c76fabccb45c982aee1cacd15b30786f9d18,Pkosing David Losiakou,Yes,KUP,Pokot South,West Pokot,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/pkosing-david/
membership:a0743662371689a2438d158dd4f9596c94474f4a6bd522328151662ac35a09cf,Nyamai Rachael Kaki,Yes,JP,Kitui South,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/rachael-kaki-nyamai/
membership:c041a3480bd9938f5f2f77177fcaeba8b13612503c6d1598abb78f1a088dd3f0,Wanjala Raphael Bitta Sauti,Yes,ODM,Budalangi,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/raphael-bitta-sauti-wanjala/
membership:8375804f28e1aff00f2df04d480b4f736a41dea614d316cdae624d6462049a04,Bedzimba Rashid Juma,Yes,ODM,Kisauni,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/rashid-juma-bedzimba/
membership:a5fefcaf8d5ea8abdf99e0baab9b6332556adb7bae6adda6c27507dbfee437cf,Busia Ruth Adhiambo Odinga,Yes,ODM,—,Kisumu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ruth-adhiambo-odinga-busia/
membership:67d428ed0dd0446f1ebed2b6de93c4d7d8ca66bf1d5014afbd721096f44c358f,Nzambia Kithua Thuddeus,Yes,WDM-K,Kilome,Makueni,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/thaddeus-kithua-nzambia/
membership:cefbcc0de2137756c813b1473b834bb68ac7ef2ee8d10eef4a1ccc703aa4862f,Wetangula Timothy Wanyonyi,Yes,ODM,Westlands,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/timothy-wanyonyi-wetangula/
membership:e9e7c6141fcc5bed89863ef73f4546544ce3e50307785b65d012a9e0d0d5ff7e,Titus Khamala,Yes,ODM,Lurambi,Kakamega,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/titus-khamala-mukhwana/
membership:13dbe7c87a16c0342cc225008950ea86565533e547941501b057bd47cc97fbba,Odege Tom Mboya,Yes,ODM,Nyatike,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/tom-mboya-odege/
membership:486f3aef9415ade5bfb703241f8e173b0859dcf700a2ee34b99264d8b9a97926,Wilberforce Ojiambo Oundo,Yes,ODM,Funyula,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/oundo-wilberforce-ojiambo/
membership:ee1d8cd2bfd518c0bee4155b597778d07fdd1356b39edadb06300f84796aa012,Abdi Ali Abdi,No,NAP-K,Ijara,Garissa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/abdi-ali/
membership:d5877ca900afab5c181615daa51994d9f157cf1ffa9c0f8f4f93ec415ed0988b,Abdirahman Mohamed,No,JP,Lafey,Mandera,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/abdirahman-mohamed-abdille/
membership:ec4012d41b23f0838e838c9f93a18e88f50c87f05c88d84c6f3d5519cb5d543f,Abdul Rahim Dawood,No,IND,North Imenti,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/abdul-rahim-dawood/
membership:ee816e227d6a1f59e4fb0326db3f6156ec8841a978044352d4a3f70e9a5dec0d,Abuor Paul,No,ODM,Rongo,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/abuor-paul/
membership:fd2b8cc7cc13e8934bc8b966fcdcea273e61042dc753bd6b4cad03e2a5b4566e,Adagala Beatrice,No,ANC,—,Vihiga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/adagala-beatrice-kahai/
membership:c0cd4a2a025c038ea53f5436462d6030b1bd23f7359af574f49e5b77a9c3dc20,Abdisirat Khalif,No,UDA,—,Mandera,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ali-abdisirat-khalif/
membership:ead63526002d43047a18083d6f2ba83180c3b4fdf5a91f26a61be1e65281218b,Ichung’wah Antony Kimani,No,UDA,Kikuyu,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/anthony-kimani-ichungwah/
membership:859fe948c70339b6e88e17ddce72e13660d28d063d91406a4945e117f4d95754,Bartoo Phyllis Jepkemoi,No,UDA,Moiben,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/bartoo-phyllis-jepkemoi/
membership:e112e1a1cfff6333d2f26c18087be65e59451344730bdde18a7c608c39907337,Baya Owen Yaa,No,UDA,Kilifi North,Kilifi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/baya-owen-yaa/
membership:2c8c8cbe61e42b2a935862a13d1b050588dcf0eeb7b4569b17517b895905ec9f,Bernard Kibor Kitur,No,UDA,Nandi Hills,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/bernard-kitur-kibor/
membership:17918fd2d9cd2ec2c491eb4192612500abab78fedf3c68e0f9775fbd89db9183,Biego Paul Kibichiy,No,UDA,Chesumei,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/biego-paul-kibichiy/
membership:2efa52fbf13ce1c89da66fd20bcd07eafaffc4057632a8fe8e2515b040ea1b68,Boss Gladys Jepkosgei,No,UDA,—,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/boss-gladys-jepkosgei/
membership:2c3808b3cf50bb802d1439a4cdd108edbb39da66ac31b5b880cea4f70ae100a3,Bowen David Kangogo,No,UDA,Marakwet East,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/david-kangongo-bowen/
membership:ba50a7e6831ebd577d85c5a5addf17e938cdbcc85efd0b3e371e2483b52eae57,Mule Caleb Mutiso,No,MCCP,Machakos Town,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/caleb-mule-mutiso/
membership:46ae481acb4f3fe719c08c8da376b9f784e1db1e305d31600c18b9707e720e21,Chepkwony Charity Kathambi,No,UDA,Njoro,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/charity-kathambi-chepkwony/
membership:e7f0e9e5bcd9c42a7cfa9c30f3c30a858fe635863f2ad4c6a8cb87b387a4946e,Charles Kamuren,No,UDA,Baringo South,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kamuren-charles/
membership:5d74a14b859c163301f0ad3d0e5979c1608df578f2fc3e56a9a0b9ad09cb63a5,Onchoke Charles Mamwacha,No,UPA,Bonchari,Kisii,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/charles-mamwacha-onchoke/
membership:aa590198ddb651f3a43995845d981faaf96f1643cd4351722d5aff974b11158d,Chelule Liza Chepkorir,No,UDA,—,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/chelule-liza-chepkorir/
membership:00a1c18890dd04505ba841a51e731796f012ce21deebbb734735c165864e4eed,Chiforomodo Mangale,No,UDM,Lunga Lunga,Kwale,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/chiforomodo-mangale-munga/
membership:f73a7ec54f6d671aaa16048ed5dd92ab3b93af3f91456f05681c3732f17bbf19,Chumel Moroto Samwel,No,UDA,Kapenguria,West Pokot,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/chumel-moroto-samuel/
membership:00a4fd1a929f129747c9829c4bded9a80b01845e203a264ff756b54362fdf5fc,Dido Ali. Rasso,No,UDA,Saku,Marsabit,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/col-rtd-ali-rasso-dido/
membership:a9954184b17fb105b8c387228e7aef1b678f9eb67c4b234408f9bf8814525edd,Daniel Epuyo Nanok,No,UDA,Turkana West,Turkana,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/daniel-epuyo-nanok/
membership:2fb42846a13cb374298c26177f9da3347e20b92a07a4a34db58f11f64977f640,Daniel Wanyama,No,UDA,Webuye West,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/daniel-wanyama-sitati/
membership:653c5030be854a3d60f5523c3972a650aee100a6a6b0029e40562d9e2a5b9669,David Gikaria,No,UDA,Nakuru Town East,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/david-gikaria/
membership:2c9ebcd21bf92dbc04a84dfea84cbcc0cbe3a927776694a6213166d1a324df55,Kiplagat David,No,UDA,Soy,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/david-kiplagat/
membership:95580d0d65ee2cef54da29a287a4fda1dae15636736f5457fffdfab8903f9721,David Mwalika,No,WDM-K,Kitui Rural,Kitui,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/david-mwalika-mboni/
,David Njuguna Kiaraho,No,—,—,—,
,Denar Joseph Hamisi,No,—,—,—,
membership:40394f6bc03ea612a28dccd0dfa9abb1a8b63e52d450bdcdc43e493d8f28d029,Didmus Wekesa Barasa Mutua,No,UDA,Kimilili,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/didmus-wekesa-barasa-mutua/
membership:8e4c6c4fdce08e20b75c55d42b6ee827b0acffa5b237f2e199049eeb0265090b,Mathenge Duncan Maina,No,UDA,Nyeri Town,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/duncan-maina-mathenge/
membership:d6d08a6e395ab6984d3a28a16009a7b9beca17afd79623815c983bf5065942f5,Mutuse Eckomas Mwengi,No,MCCP,Kibwezi West,Makueni,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/eckomas-mwengi-mutuse/
membership:a927751eb3b4389c6a60102d123ed280f224468d5729dcf1bd72100f680ad4e8,Chege Njuguna,No,UDA,Kandara,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/edwin-chege-njuguna/
membership:109b21df12a184701eae7e515da0e925643a7aecf0929a6b1eb1d2759353dff4,Elisha Ochieng Odhiambo,No,ODM,Gem,Siaya,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/elisha-ochieng-odhiambo/
membership:b8a9f8f43d4a5d2b092d8f1a188ae7fbf357515c99661d18bc19d695167584a6,Kagesi Ernest Ogesi Kivai,No,ANC,Vihiga,Vihiga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ernest-ogesi-kivai/
membership:7d52dfe47d4355a04ff007e37608567789106c393bfd0a9083f59534c83a55ee,Muli Fabian Kyule,No,GDDP,Kangundo,Machakos,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/fabian-kyule-muli/
membership:768d82107d63ea6a23abb1d6fc6b769e49bc77039cf1ccf3789c04b011902eb1,Gitau Faith Wairimu,No,UDA,—,Nyandarua,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/faith-wairimu-gitau/
membership:c29ff283daac2b067b39cb9fa8162750a4be1af55f23b9da7832e253479bbbbd,Farah Maalim,No,WDM-K,Dadaab,Garissa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/farah-maalim/
membership:1423fe978012eb5d7685d157da757884ce398db19c2bc5cae93cb89ec67ebd78,Farah Salah Yakub,No,UDA,Fafi,Garissa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/salah-yakub/
membership:deb15208aa0b8533c45a64f7e4de9a99dcd1e58faef5d6924e1052a151803ae2,Salim Feisal Abdallah Bader,No,UDA,Msambweni,Kwale,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/abdallah-kadi/
membership:a6eeeb4dbb3eb274aee7b57ba2ca46bc95142938c02ca7aa6ae98d2053cc5249,Wanyonyi Kevin Ferdinand,No,FORD-KENYA,Kwanza,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ferdinard-kevin-wanyonyi/
membership:78e86fddaeb5358e7be5025efe7858f7029685605cd9d2e0e995fe0e8796665d,Francis Kipyegon Arap Sigei,No,UDA,Sotik,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/francis-kipyegon-sigei/
membership:cc8399e392e944b615f4033d6249df677aac263bc870c954752b4ac7dc213454,Fred Kapondi,No,UDA,Mount Elgon,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/fred-chesebe-kapondi/
membership:2d55adfce64494fc75d9cef581e902c3cf81a7f5e920a0730e62b21e047f7d1b,Gabriel Koshal Tongoyo,No,UDA,Narok West,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gabriel-koshal-tongoyo/
membership:bb966486b729cd33f5f5d41cd310a8975f60b7293c97fdf9b8361b829385885c,Gathoni Wamuchomba,No,UDA,Githunguri,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gathoni-wamuchomba/
