Member ID,Name,Vote,Party,Constituency,County,Profile URL
membership:78e86fddaeb5358e7be5025efe7858f7029685605cd9d2e0e995fe0e8796665d,Francis Kipyegon Arap Sigei,Yes,UDA,Sotik,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/francis-kipyegon-sigei/
membership:2d55adfce64494fc75d9cef581e902c3cf81a7f5e920a0730e62b21e047f7d1b,Gabriel Koshal Tongoyo,Yes,UDA,Narok West,Narok,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gabriel-koshal-tongoyo/
membership:b9b063386de0a3868641c8e13edf523becd778b7e9ea4fd388214823a5aa4dfd,Gachagua George,Yes,UDA,Ndaragwa,Nyandarua,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/gachagua-george/
membership:24e4a72e091e9c62e50e05e8e540b7553cb203e5fe77cf1ad050db875e2ef195,Murugara George Gitonga,Yes,UDA,Tharaka,Tharaka Nithi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/george-gitonga-murugara/
membership:15e4171cdbaa7564df4044890f3ba360a438eac545d7a171c97e38a13d5b01fe,George Koimburi,Yes,UDA,Juja,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/george-koimburi-ndungu/
membership:b9b49cb84a6e4f0354895dc0842bcaa5de218ed6705209970bf468950d376e48,Kariuki George Macharia,Yes,UDA,Ndia,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/george-macharia-kariuki-gk/
membership:b5835866ba01718452bac5c4de7a1e72ea02d24883cada3465a1895f357355ec,Gichuki Edwin Mugo,Yes,UDA,Mathioya,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/edwin-mugo/
membership:e4ed3cde7d869ab939894e239f92d1219ff21438b01e77f4b80093e5d8f33b39,Haro Abdul Ebrahim,Yes,UDM,Mandera South,Mandera,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/haro-abdul-ebrahim/
membership:82a2cdd68e585034c0ef11b5c099ae178f8fa456101b043344d8f35ad29c53f9,Kosgei Hilary Kiplang’at,Yes,UDA,Kipkelion West,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/hilary-kiplangat-kosgei/
membership:9c9da6c0bb2899d2cf7e97ce53025352307fad36475abd9a98c5530e8ce19127,Dorothy Muthoni,Yes,UDA,—,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/ikiara-dorothy-muthoni/
membership:adbb385fc3f2ca40951f3dd07c1a611d79c02d07380a08c85741e858ecd8be45,Joseph Wainaina Iraya,Yes,IND,—,Uasin Gishu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/iraya-joseph-wainaina/
membership:729ff066d43bb8c044fcbc129b2aa3ca4d512098ae08f462cfc7af104ea5b95a,Jackson Kipkemoi Kosgei,Yes,UDA,—,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jackson-kipkemoi-kosgei/
membership:b7738d3f71383cf3eff05a342c44a709faf3e6ab63a5fa347145092fc6f771e0,Njeri Maina,Yes,UDA,—,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jane-njeri-maina/
membership:593bb6a2599475433d00c1037322c34d2654a3162d738b41f63c94f638a29bfa,Jerusha Momanyi,Yes,JP,—,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jerusha-mongina-momanyi/
membership:6275ec43bbb318cb5b475afe9952e2a19098cd6be0e68dfe41f8b32d5509f59b,Joash Nyamache Nyamoko,Yes,UDA,North Mugirango,Nyamira,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joash-nyamache-nyamoko/
,Johana Ngeno Kipyegon,Yes,—,—,—,
membership:3673ee06a964f5713aadc49f343f692831a5d855cba458bdf8c067552df32221,Chikati John Murumba,Yes,FORD-KENYA,Tongaren,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-murumba-chikati/
membership:582fe27d44cd1a249e70f0a9c78e2715fea9e6d71b183fde7429fa256a0cc0f5,Koyi John Waluke,Yes,JP,Sirisia,Bungoma,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/john-waluke-koyi/
membership:85a706d65e7c446bc45534169741efd34ff0e446ee9bf92c6725c5a62e14863f,Joseph Gachoki Gitari,Yes,UDA,Kirinyaga Central,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-gachoki-gitari/
membership:b888746b39c09fcb0c700065dd723dd0c0c0fc0f0074e36193b25f44ca8233dd,Cherorot Joseph Kimutai,Yes,UDA,Kipkelion East,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-kimutai-cherorot/
membership:82ded151d0e14dd5ee156365a1bb1d5e217bf0493bdf33f06e051e2e827ca2f4,Joseph Makilap,Yes,UDA,Baringo North,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-makilap-13th-parliament-assembly/
membership:34c52e7a20941574514eb57cd3288df7660e303f88b9a1e68e504739a8b80bf0,Kahangara Joseph Mburu,Yes,UDA,Lari,Kiambu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/joseph-mburu-kahangara/
membership:714b2078775807fa848ea818a4d2c09139c0bf535a2d7ad9d0d043f2cca547be,Joshua Chepyegon Kandie,Yes,UDA,Baringo Central,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kandie-joshua/
membership:cf09ea4a82bdc93f12a2718b1612d7e3999b70b906e96f39fb2166f05d8dc8ba,Kemei Justice Kipsang,Yes,UDA,Sigowet-Soin,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/justice-kipsang-kemei/
membership:6d6fef4eac37cb6e62947e776f4e0a451902b75ddb8422cf201f4ec9ee8d3751,Kagiri Jane Wangechi,Yes,UDA,—,Laikipia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kagiri-jane-wangechi/
membership:2fc891cc4cb392d2cf2a981b488259b614eeea8ce933af5365adaf3614022253,Kailemia Elizabeth Karambu,Yes,UDA,—,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kailemia-elizabeth-karambu/
membership:2d9112b3377d89707c450ae0f1079a9d22d16198f2d8219aa2a9a0a77bba97d6,Muchangi Karemba,Yes,UDA,Runyenjes,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/karemba-eric-muchangi/
membership:95dd0b521dfa96645785bfe2b5a7e1530dd6da7774c0028544b0664dd931101f,Tandaza Kassim Sawa,Yes,ANC,Matuga,Kwale,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kassim-sawa-tandaza/
membership:11bfd23d0bc4e6e5d5d83d6bd87cd0aa75e1cb88c6e47eecfe0be561d1f1942e,Keynan Wehliye Adan,Yes,JP,Eldas,Wajir,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/keynan-wehliye-adan/
membership:d56246e2925420d7eddb35e054919b22bced458e3f0579994cfbd24a2460b7ae,Kirwa Abraham Kipsang,Yes,UDA,Mosop,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kirwa-abraham/
membership:05b4daefbefb16b4b3d26c1066468e84136b4c06fca727bab7ddc5c90a232cf0,Mwangi Festus Kiunjuri,Yes,TSP,Laikipia East,Laikipia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/kiunjuri-festus-mwangi-maina/
membership:caa01cb25ce2a483d1df3d0272c84dec1b0d6fa48574635657b898fc86996310,Komingoi Kibet Kirui,Yes,UDA,Bureti,Kericho,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/komingoi-kibet-kirui/
membership:cc2679f154ef070560dd897a25b79d43bada6b2aabd06a791be5bdbe08c8cd61,Korir Adams Kipsanai,Yes,UDA,Keiyo North,Elgeyo Marakwet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/adams-kipsanai/
membership:797ee767b961fd039064e13fb37ef70599d75ef76fec76c4f3145b94233da3ba,Sankaire Leah Sopiato,Yes,UDA,—,Kajiado,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/leah-sankaire-sopiato/
membership:5bd136fe159ea617c963b91a562e1204ffe8c55380f2c908c55c59d40a85fe9e,Lelmengit Josses Kiptoo Kosgey,Yes,UDA,Emgwen,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lelmengit-josses-kiptoo-kosgey/
membership:93efe0a74dfe5f328c05557066bcd202feded15594b96dbd6209293cb51ee84c,Lenguris Pauline,Yes,UDA,—,Samburu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lenguris-pauline/
membership:9df52533a4c1046f3de891917cc25ea86a2f64b9a9661e471c70a3633152797f,Jackson Lekumontare,Yes,KANU,Samburu East,Samburu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/jackson-lekumontare/
membership:f93ae30d0ecc26487ff199504b58014fe703263e8ed9f84e1dc601f4e629ce44,Siyoi Lillian Chebet,Yes,UDA,—,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lillian-chebet-siyoi/
membership:7f6bea0d849b6dfa086fba19aae316bdfc5570eecbb17fe726ce579f2c4c43bc,Linet Chepkorir,Yes,UDA,—,Bomet,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/chepkorir-linet/
membership:40725ddd3eeb23de1d8fe1e9e2578113dd4f5b7c4dca2d2536e78eb651498182,Mizighi Lydia Haika,Yes,UDA,—,Taita Taveta,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/lydia-haika-mnene-mizighi/
membership:6b929731cfe543b9710e683c74ad0965b31e11c92b6645f0247cd311de69e0ce,Maina Betty Njeri,Yes,UDA,—,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/maina-betty-njeri/
membership:7470e90507e26bca87112b0117d63b491c67ed7e0ee5e8b69df4dde92242b5be,Kitany Marianne,Yes,UDA,Aldai,Nandi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/marianne-kitany/
membership:5c5f8bf53520f93dec1c3df2f2e9edce5b5a8956c8e846e33b9788af40715c23,Martha Wangari,Yes,UDA,Gilgil,Nakuru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/martha-wangari/
membership:0e926c52b40a6a93c65cc959b4feb390747540af14a3d930e79fe39f1436829d,Maisori Marwa Kemero Kitayama,Yes,UDA,Kuria East,Migori,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/marwa-kemero-maisori-kitayama/
membership:e1068bc9c08a5664d602b60af952dfbbede05962b167231d0407fa7c0474ab26,Mary Emaase,Yes,UDA,Teso South,Busia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-emaase-otuch/
membership:c4d6e37ba7bd30ffe25c938617ca6d3dc12852ec9b2c0150ec600dfcb658eb9d,Maingi Mary,Yes,UDA,Mwea,Kirinyaga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-maingi/
membership:3b0bb9a772d994f799e9b9eba321e9dec3dbb69015ae96183cda538a387b5a62,Njoroge Mary Wamaua Waithira,Yes,UDA,Maragwa,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mary-wamaua-waithira-njoroge/
membership:a3168f76869a52471ed52450415ec748848a170c9dcde0a4ce0b34071ba3abcd,Maurice Kakai Bisau,Yes,DAP-K,Kiminini,Trans Nzoia,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/maurice-kakai-bisau/
membership:b1519b10a8dbe4d6abd374fd7129100f338931f5444e692d6353370efefbbd39,Mejjadonk Benjamin Gathiru,Yes,UDA,Embakasi Central,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mejjadonk-benjamin-gathiru/
membership:005c5a6716d5e4fdb65432c47987a734e52ba5059af2112082db353689122529,Michael Mwangi Muchira,Yes,UDA,Ol Jorok,Nyandarua,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/michael-mwangi-muchira/
membership:83aa9b2dd8cdbf334c1bee580ef93d4247803dd1999cdf4a5d4330b116379ee8,Michael Wambugu Wainaina,Yes,UDA,Othaya,Nyeri,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/michael-wambugu-wainaina/
membership:a2e5a60010ecc989fcfc7f17b96e691743f36184509612585a6564fbc8cb121c,Mohamed Ali,Yes,UDA,Nyali,Mombasa,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mohamed-ali-mohamed/
membership:6f80959405b920a97c3441975e3abaf3c729e08b0bd6056a69c66c8bfecca8c4,Kirima Moses Nguchine,Yes,UDA,Central Imenti,Meru,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/moses-nguchine-kirima/
membership:cf5a1fbb587634d07da58f5daaae1f7fe3fb70ed3efb6fd987d7be4b690be7f6,Mukunji John Gitonga Mwaniki,Yes,UDA,Manyatta,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mukunji-john-gitonga-mwaniki/
membership:33ce0f7e900055957a0fa0332fdc3b60797aa584c75e420eb9c333cda3b8e996,Munyoro Joseph Kamau,Yes,UDA,Kigumo,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/munyoro-joseph-kamau/
membership:517e206215821922843965a2baf8e9b095617af9d4d0f918b088765f69bd2fb3,Muriu Wakili Edward,Yes,UDA,Gatanga,Muranga,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/muriu-wakili-edward/
membership:729653eb2483c419072bb3e2f36e36e7a9d39d73fc82d98c99128b7ff3dbc987,Musa Cherutich Sirma,Yes,UDA,Eldama Ravine,Baringo,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/musa-sirma-cherutich/
membership:b810cb0939dd746a8414d46c105dc334cee42c9f1676318bdf92e9f3189180c8,Mwafrika Augustine Kamande,Yes,UDA,Roysambu,Nairobi,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/mwafrika-augustine-kamande/
membership:42282950db69780b0f11c5162cef026888f0f71e52f733c4a2c27d79dcabc036,Waqo Naomi Jillo,Yes,UDA,—,Marsabit,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/naomi-jilo-waqo/
membership:36456ca33fabc94babff1690cd399da9f892bfeff16197121f9ccb1633b29001,Muriuki Nebart Bernard,Yes,IND,Mbeere South,Embu,https://mzalendo.com/mps-performance/national-assembly/13th-parliament/nebart-bernard-muriuki/
